日期,时间,金价(USD/盎司),金价(CNY/克)
2026-03-01,05:20:00,5280.20,1166.27
2026-03-01,05:25:00,5280.20,1166.27
2026-03-01,05:30:00,5280.20,1166.27
2026-03-01,05:35:00,5280.20,1166.27
2026-03-01,05:40:00,5280.20,1166.27
2026-03-01,05:45:00,5280.20,1166.27
2026-03-01,05:50:00,5280.20,1166.27
2026-03-01,05:55:00,5280.20,1166.27
2026-03-01,06:00:00,5280.20,1166.27
2026-03-01,06:05:00,5280.20,1166.27
2026-03-01,06:10:00,5280.20,1166.27
2026-03-01,06:15:00,5280.20,1166.27
2026-03-01,06:20:00,5280.20,1166.27
2026-03-01,06:25:00,5280.20,1166.27
2026-03-01,06:30:00,5280.20,1166.27
2026-03-01,06:35:00,5280.20,1166.27
2026-03-01,06:40:00,5280.20,1166.27
2026-03-01,06:45:00,5280.20,1166.27
2026-03-01,06:50:00,5280.20,1166.27
2026-03-01,06:55:00,5280.20,1166.27
2026-03-01,07:00:00,5280.20,1166.27
2026-03-01,07:05:00,5280.20,1166.27
2026-03-01,07:10:00,5280.20,1166.27
2026-03-01,07:15:00,5280.20,1166.27
2026-03-01,07:20:00,5280.20,1166.27
2026-03-01,07:25:00,5280.20,1166.27
2026-03-01,07:30:00,5280.20,1166.27
2026-03-01,07:35:00,5280.20,1166.27
2026-03-01,07:40:00,5280.20,1166.27
2026-03-01,07:45:00,5280.20,1166.27
2026-03-01,07:50:00,5280.20,1166.27
2026-03-01,07:55:00,5280.20,1166.27
2026-03-01,10:00:00,5280.20,1166.27
2026-03-01,10:05:00,5280.20,1166.27
2026-03-01,10:10:00,5280.20,1166.27
2026-03-01,10:15:00,5280.20,1166.27
2026-03-01,10:20:00,5280.20,1166.27
2026-03-01,10:25:00,5280.20,1166.27
2026-03-01,10:30:00,5280.20,1166.27
2026-03-01,10:35:00,5280.20,1166.27
2026-03-01,10:40:00,5280.20,1166.27
2026-03-01,10:45:00,5280.20,1166.27
2026-03-01,10:50:00,5280.20,1166.27
2026-03-01,10:55:00,5280.20,1166.27
2026-03-01,11:00:00,5280.20,1166.27
2026-03-01,11:05:00,5280.20,1166.27
2026-03-01,11:10:00,5280.20,1166.27
2026-03-01,11:15:00,5280.20,1166.27
2026-03-01,11:20:00,5280.20,1166.27
2026-03-01,11:25:00,5280.20,1166.27
2026-03-01,11:30:00,5280.20,1166.27
2026-03-01,11:35:00,5280.20,1166.27
2026-03-01,11:40:00,5280.20,1166.27
2026-03-01,11:45:00,5280.20,1166.27
2026-03-01,11:50:00,5280.20,1166.27
2026-03-01,11:55:00,5280.20,1166.27
2026-03-01,12:00:00,5280.20,1166.27
2026-03-01,12:05:00,5280.20,1166.27
2026-03-01,12:10:00,5280.20,1166.27
2026-03-01,12:15:00,5280.20,1166.27
2026-03-01,12:20:00,5280.20,1166.27
2026-03-01,12:25:00,5280.20,1166.27
2026-03-01,12:35:00,5280.20,1166.27
2026-03-01,12:40:00,5280.20,1166.27
2026-03-01,12:45:00,5280.20,1166.27
2026-03-01,12:50:00,5280.20,1166.27
2026-03-01,12:55:00,5280.20,1166.27
2026-03-01,13:00:00,5280.20,1166.27
2026-03-01,13:05:00,5280.20,1166.27
2026-03-01,13:10:00,5280.20,1166.27
2026-03-01,13:15:00,5280.20,1166.27
2026-03-01,13:20:00,5280.20,1166.27
2026-03-01,13:25:00,5280.20,1166.27
2026-03-01,13:30:00,5280.20,1166.27
2026-03-01,13:35:00,5280.20,1166.27
2026-03-01,13:40:00,5280.20,1166.27
2026-03-01,13:45:00,5280.20,1166.27
2026-03-01,13:50:00,5280.20,1166.27
2026-03-01,13:55:00,5280.20,1166.27
2026-03-01,14:00:00,5280.20,1166.27
2026-03-01,14:10:00,5280.20,1166.27
2026-03-01,14:15:00,5280.20,1166.27
2026-03-01,14:20:00,5280.20,1166.27
2026-03-01,14:25:00,5280.20,1166.27
2026-03-01,14:30:00,5280.20,1166.27
2026-03-01,14:35:00,5280.20,1166.27
2026-03-01,14:40:00,5280.20,1166.27
2026-03-01,14:45:00,5280.20,1166.27
2026-03-01,14:50:00,5280.20,1166.27
2026-03-01,14:55:00,5280.20,1166.27
2026-03-01,15:00:00,5280.20,1166.27
2026-03-01,15:05:00,5280.20,1166.27
2026-03-01,15:10:00,5280.20,1166.27
2026-03-01,15:15:00,5280.20,1166.27
2026-03-01,15:20:00,5280.20,1166.27
2026-03-01,15:25:00,5280.20,1166.27
2026-03-01,15:35:00,5280.20,1166.27
2026-03-01,15:40:00,5280.20,1166.27
2026-03-01,15:45:00,5280.20,1166.27
2026-03-01,15:50:00,5280.20,1166.27
2026-03-01,15:55:00,5280.20,1166.27
2026-03-01,16:00:00,5280.20,1166.27
2026-03-01,16:05:00,5280.20,1166.27
2026-03-01,16:10:00,5280.20,1166.27
2026-03-01,16:15:00,5280.20,1166.27
2026-03-01,16:20:00,5280.20,1166.27
2026-03-01,16:25:00,5280.20,1166.27
2026-03-01,16:30:00,5280.20,1166.27
2026-03-01,16:35:00,5280.20,1166.27
2026-03-01,16:40:00,5280.20,1166.27
2026-03-01,16:45:00,5280.20,1166.27
2026-03-01,16:50:00,5280.20,1166.27
2026-03-01,16:55:00,5280.20,1166.27
2026-03-01,17:00:00,5280.20,1166.27
2026-03-01,17:05:00,5280.20,1166.27
2026-03-01,17:10:00,5280.20,1166.27
2026-03-01,17:15:00,5280.20,1166.27
2026-03-01,17:20:00,5280.20,1166.27
2026-03-01,17:25:00,5280.20,1166.27
2026-03-01,17:30:00,5280.20,1166.27
2026-03-01,17:35:00,5280.20,1166.27
2026-03-01,17:40:00,5280.20,1166.27
2026-03-01,17:45:00,5280.20,1166.27
2026-03-01,17:50:00,5280.20,1166.27
2026-03-01,17:55:00,5280.20,1166.27
2026-03-01,18:00:00,5280.20,1166.27
2026-03-01,18:05:00,5280.20,1166.27
2026-03-01,18:10:00,5280.20,1166.27
2026-03-01,18:15:00,5280.20,1166.27
2026-03-01,18:20:00,5280.20,1166.27
2026-03-01,18:25:00,5280.20,1166.27
2026-03-01,18:30:00,5280.20,1166.27
2026-03-01,18:35:00,5280.20,1166.27
2026-03-01,18:40:00,5280.20,1166.27
2026-03-01,18:45:00,5280.20,1166.27
2026-03-01,18:50:00,5280.20,1166.27
2026-03-01,18:55:00,5280.20,1166.27
2026-03-01,19:00:00,5280.20,1166.27
2026-03-01,19:05:00,5280.20,1166.27
2026-03-01,19:10:00,5280.20,1166.27
2026-03-01,19:15:00,5280.20,1166.27
2026-03-01,19:20:00,5280.20,1166.27
2026-03-01,19:25:00,5280.20,1166.27
2026-03-01,19:30:00,5280.20,1166.27
2026-03-01,19:35:00,5280.20,1166.27
2026-03-01,19:40:00,5280.20,1166.27
2026-03-01,19:45:00,5280.20,1166.27
2026-03-01,19:50:00,5280.20,1166.27
2026-03-01,19:55:00,5280.20,1166.27
2026-03-01,20:00:00,5280.20,1166.27
2026-03-01,20:05:00,5280.20,1166.27
2026-03-01,20:10:00,5280.20,1166.27
2026-03-01,20:15:00,5280.20,1166.27
2026-03-01,20:20:00,5280.20,1166.27
2026-03-01,20:25:00,5280.20,1166.27
2026-03-01,20:30:00,5280.20,1166.27
2026-03-01,20:35:00,5280.20,1166.27
2026-03-01,20:40:00,5280.20,1166.27
2026-03-01,20:45:00,5280.20,1166.27
2026-03-01,20:50:00,5280.20,1166.27
2026-03-01,20:55:00,5280.20,1166.27
2026-03-01,21:00:00,5280.20,1166.27
2026-03-01,21:05:00,5280.20,1166.27
2026-03-01,21:10:00,5280.20,1166.27
2026-03-01,21:15:00,5280.20,1166.27
2026-03-01,21:20:00,5280.20,1166.27
2026-03-01,21:25:00,5280.20,1166.27
2026-03-01,21:30:00,5280.20,1166.27
2026-03-01,21:35:00,5280.20,1166.27
2026-03-01,21:40:00,5280.20,1166.27
2026-03-01,21:45:00,5280.20,1166.27
2026-03-01,21:50:00,5280.20,1166.27
2026-03-01,21:55:00,5280.20,1166.27
2026-03-01,22:00:00,5280.20,1166.27
2026-03-01,22:05:00,5280.20,1166.27
2026-03-01,22:10:00,5280.20,1166.27
2026-03-01,22:15:00,5280.20,1166.27
2026-03-01,22:20:00,5280.20,1166.27
2026-03-01,22:25:00,5280.20,1166.27
2026-03-01,22:30:00,5280.20,1166.27
2026-03-01,22:40:00,5280.20,1166.27
2026-03-01,22:45:00,5280.20,1166.27
2026-03-01,22:50:00,5280.20,1166.27
2026-03-01,22:55:00,5280.20,1166.27
2026-03-01,23:00:00,5280.20,1166.27
2026-03-01,23:05:00,5280.20,1166.27
2026-03-01,23:10:00,5280.20,1166.27
2026-03-01,23:15:00,5280.20,1166.27
2026-03-01,23:20:00,5280.20,1166.27
2026-03-01,23:25:00,5280.20,1166.27
2026-03-01,23:30:00,5280.20,1166.27
2026-03-01,23:35:00,5280.20,1166.27
2026-03-01,23:40:00,5280.20,1166.27
2026-03-01,23:45:00,5280.20,1166.27
2026-03-01,23:50:00,5280.20,1166.27
2026-03-01,23:55:00,5280.20,1166.27
2026-03-02,00:00:00,5280.20,1166.27
2026-03-02,00:05:00,5280.20,1166.27
2026-03-02,00:10:00,5280.20,1166.27
2026-03-02,00:15:00,5280.20,1166.27
2026-03-02,00:20:00,5280.20,1166.27
2026-03-02,00:25:00,5280.20,1166.27
2026-03-02,00:30:00,5280.20,1166.27
2026-03-02,00:35:00,5280.20,1166.27
2026-03-02,00:40:00,5280.20,1166.27
2026-03-02,00:45:00,5280.20,1166.27
2026-03-02,00:50:00,5280.20,1166.27
2026-03-02,00:55:00,5280.20,1166.27
2026-03-02,01:00:00,5280.20,1166.27
2026-03-02,01:05:00,5280.20,1166.27
2026-03-02,01:10:00,5280.20,1166.27
2026-03-02,01:15:00,5280.20,1166.27
2026-03-02,01:20:00,5280.20,1166.27
2026-03-02,01:25:00,5280.20,1166.27
2026-03-02,01:30:00,5280.20,1166.27
2026-03-02,01:35:00,5280.20,1166.27
2026-03-02,01:40:00,5280.20,1166.27
2026-03-02,01:45:00,5280.20,1166.27
2026-03-02,01:50:00,5280.20,1166.27
2026-03-02,01:55:00,5280.20,1166.27
2026-03-02,02:00:00,5280.20,1166.27
2026-03-02,02:05:00,5280.20,1166.27
2026-03-02,02:10:00,5280.20,1166.27
2026-03-02,02:15:00,5280.20,1166.27
2026-03-02,02:20:00,5280.20,1166.27
2026-03-02,02:25:00,5280.20,1166.27
2026-03-02,02:30:00,5280.20,1166.27
2026-03-02,02:35:00,5280.20,1166.27
2026-03-02,02:40:00,5280.20,1166.27
2026-03-02,02:45:00,5280.20,1166.27
2026-03-02,02:50:00,5280.20,1166.27
2026-03-02,02:55:00,5280.20,1166.27
2026-03-02,03:00:00,5280.20,1166.27
2026-03-02,03:05:00,5280.20,1166.27
2026-03-02,03:10:00,5280.20,1166.27
2026-03-02,03:15:00,5280.20,1166.27
2026-03-02,03:20:00,5280.20,1166.27
2026-03-02,03:25:00,5280.20,1166.27
2026-03-02,03:30:00,5280.20,1166.27
2026-03-02,03:35:00,5280.20,1166.27
2026-03-02,03:40:00,5280.20,1166.27
2026-03-02,03:45:00,5280.20,1166.27
2026-03-02,03:50:00,5280.20,1166.27
2026-03-02,03:55:00,5280.20,1166.27
2026-03-02,04:00:00,5280.20,1166.27
2026-03-02,04:05:00,5280.20,1166.27
2026-03-02,04:10:00,5280.20,1166.27
2026-03-02,04:15:00,5280.20,1166.27
2026-03-02,04:20:00,5280.20,1166.27
2026-03-02,04:25:00,5280.20,1166.27
2026-03-02,04:30:00,5280.20,1166.27
2026-03-02,04:35:00,5280.20,1166.27
2026-03-02,04:40:00,5280.20,1166.27
2026-03-02,04:45:00,5280.20,1166.27
2026-03-02,04:50:00,5280.20,1166.27
2026-03-02,04:55:00,5280.20,1166.27
2026-03-02,05:00:00,5280.20,1166.27
2026-03-02,05:05:00,5280.20,1166.27
2026-03-02,05:10:00,5280.20,1166.27
2026-03-02,05:15:00,5280.20,1166.27
2026-03-02,05:20:00,5280.20,1166.27
2026-03-02,05:25:00,5280.20,1166.27
2026-03-02,05:30:00,5280.20,1166.27
2026-03-02,05:35:00,5280.20,1166.27
2026-03-02,05:40:00,5280.20,1166.27
2026-03-02,05:45:00,5280.20,1166.27
2026-03-02,05:50:00,5280.20,1166.27
2026-03-02,05:55:00,5280.20,1166.27
2026-03-02,06:00:00,5280.20,1166.27
2026-03-02,06:05:00,5280.20,1166.27
2026-03-02,06:10:00,5280.20,1166.27
2026-03-02,06:15:00,5280.20,1166.27
2026-03-02,06:20:00,5280.20,1166.27
2026-03-02,06:25:00,5280.20,1166.27
2026-03-02,06:30:00,5280.20,1166.27
2026-03-02,06:35:00,5280.20,1166.27
2026-03-02,06:40:00,5280.20,1166.27
2026-03-02,06:45:00,5280.20,1166.27
2026-03-02,06:50:00,5280.20,1166.27
2026-03-02,06:55:00,5280.20,1166.27
2026-03-02,07:00:00,5280.20,1166.27
2026-03-02,07:05:00,5367.10,1185.46
2026-03-02,07:10:00,5351.60,1182.04
2026-03-02,07:15:00,5345.10,1180.60
2026-03-02,07:20:00,5354.50,1182.68
2026-03-02,07:25:00,5354.80,1182.74
2026-03-02,07:30:00,5353.90,1182.55
2026-03-02,07:35:00,5366.60,1185.35
2026-03-02,07:40:00,5374.00,1186.98
2026-03-02,07:45:00,5385.50,1189.52
2026-03-02,07:50:00,5384.50,1189.30
2026-03-02,07:55:00,5387.10,1189.88
2026-03-02,10:00:00,5328.20,1176.87
2026-03-02,10:05:00,5325.20,1176.21
2026-03-02,10:10:00,5324.80,1176.12
2026-03-02,10:15:00,5327.90,1176.80
2026-03-02,10:20:00,5328.90,1177.02
2026-03-02,10:25:00,5337.00,1178.81
2026-03-02,10:30:00,5330.70,1177.42
2026-03-02,10:35:00,5331.20,1177.53
2026-03-02,10:40:00,5339.90,1179.45
2026-03-02,10:45:00,5348.30,1181.31
2026-03-02,10:50:00,5346.40,1180.89
2026-03-02,10:55:00,5342.30,1179.98
2026-03-02,11:00:00,5348.40,1181.33
2026-03-02,11:05:00,5354.80,1182.74
2026-03-02,11:10:00,5354.50,1182.68
2026-03-02,11:15:00,5353.20,1182.39
2026-03-02,11:20:00,5355.90,1182.99
2026-03-02,11:25:00,5358.70,1183.61
2026-03-02,11:30:00,5359.00,1183.67
2026-03-02,11:35:00,5358.70,1183.61
2026-03-02,11:40:00,5365.00,1185.00
2026-03-02,11:45:00,5362.60,1184.47
2026-03-02,11:50:00,5363.80,1184.73
2026-03-02,11:55:00,5364.20,1184.82
2026-03-02,12:00:00,5366.60,1185.35
2026-03-02,12:05:00,5366.20,1185.26
2026-03-02,12:10:00,5357.90,1183.43
2026-03-02,12:15:00,5359.30,1183.74
2026-03-02,12:20:00,5361.50,1184.22
2026-03-02,12:25:00,5365.30,1185.06
2026-03-02,12:30:00,5364.40,1184.86
2026-03-02,12:35:00,5362.20,1184.38
2026-03-02,12:40:00,5350.10,1181.71
2026-03-02,12:45:00,5353.70,1182.50
2026-03-02,12:50:00,5355.20,1182.83
2026-03-02,12:55:00,5357.60,1183.36
2026-03-02,13:00:00,5357.10,1183.25
2026-03-02,13:05:00,5355.50,1182.90
2026-03-02,13:10:00,5350.10,1181.71
2026-03-02,13:15:00,5353.60,1182.48
2026-03-02,13:20:00,5347.80,1181.20
2026-03-02,13:25:00,5352.10,1182.15
2026-03-02,13:30:00,5353.70,1182.50
2026-03-02,13:35:00,5358.10,1183.47
2026-03-02,13:40:00,5359.90,1183.87
2026-03-02,13:45:00,5362.80,1184.51
2026-03-02,13:50:00,5365.10,1185.02
2026-03-02,13:55:00,5366.00,1185.22
2026-03-02,14:00:00,5364.50,1184.89
2026-03-02,14:05:00,5366.50,1185.33
2026-03-02,14:10:00,5378.60,1188.00
2026-03-02,14:15:00,5376.30,1187.49
2026-03-02,14:20:00,5378.80,1188.04
2026-03-02,14:25:00,5379.40,1188.18
2026-03-02,14:30:00,5380.00,1188.31
2026-03-02,14:35:00,5379.50,1188.20
2026-03-02,14:40:00,5381.80,1188.71
2026-03-02,14:45:00,5378.80,1188.04
2026-03-02,14:50:00,5386.30,1189.70
2026-03-02,14:55:00,5385.20,1189.46
2026-03-02,15:00:00,5389.60,1190.43
2026-03-02,15:05:00,5390.10,1190.54
2026-03-02,15:10:00,5393.20,1191.23
2026-03-02,15:15:00,5407.40,1194.36
2026-03-02,15:20:00,5417.20,1196.53
2026-03-02,15:25:00,5415.30,1196.11
2026-03-02,15:30:00,5415.00,1196.04
2026-03-02,15:35:00,5410.00,1194.94
2026-03-02,15:40:00,5407.40,1194.36
2026-03-02,15:45:00,5404.90,1193.81
2026-03-02,15:50:00,5413.20,1195.64
2026-03-02,15:55:00,5410.40,1195.02
2026-03-02,16:00:00,5407.80,1194.45
2026-03-02,16:05:00,5405.20,1193.88
2026-03-02,16:10:00,5409.00,1194.72
2026-03-02,16:15:00,5411.70,1195.31
2026-03-02,16:20:00,5404.80,1193.79
2026-03-02,16:25:00,5406.90,1194.25
2026-03-02,16:30:00,5415.30,1196.11
2026-03-02,16:35:00,5414.60,1195.95
2026-03-02,16:40:00,5410.50,1195.05
2026-03-02,16:45:00,5399.60,1192.64
2026-03-02,16:50:00,5410.20,1194.98
2026-03-02,16:55:00,5404.80,1193.79
2026-03-02,17:00:00,5393.90,1191.38
2026-03-02,17:05:00,5397.70,1192.22
2026-03-02,17:10:00,5398.90,1192.48
2026-03-02,17:15:00,5399.00,1192.51
2026-03-02,17:25:00,5395.10,1191.65
2026-03-02,17:30:00,5395.60,1191.76
2026-03-02,17:35:00,5400.40,1192.82
2026-03-02,17:40:00,5395.90,1191.82
2026-03-02,17:45:00,5397.90,1192.26
2026-03-02,17:50:00,5392.40,1191.05
2026-03-02,17:55:00,5395.60,1191.76
2026-03-02,18:00:00,5392.00,1190.96
2026-03-02,18:05:00,5384.80,1189.37
2026-03-02,18:10:00,5389.40,1190.39
2026-03-02,18:15:00,5394.20,1191.45
2026-03-02,18:20:00,5393.10,1191.20
2026-03-02,18:25:00,5391.70,1190.89
2026-03-02,18:30:00,5387.80,1190.03
2026-03-02,18:35:00,5389.60,1190.43
2026-03-02,18:40:00,5394.20,1191.45
2026-03-02,18:45:00,5398.10,1192.31
2026-03-02,18:50:00,5397.40,1192.15
2026-03-02,18:55:00,5388.00,1190.08
2026-03-02,19:00:00,5388.00,1190.08
2026-03-02,19:05:00,5389.40,1190.39
2026-03-02,19:10:00,5387.40,1189.94
2026-03-02,19:15:00,5388.50,1190.19
2026-03-02,19:20:00,5396.80,1192.02
2026-03-02,19:25:00,5391.90,1190.94
2026-03-02,19:30:00,5392.10,1190.98
2026-03-02,19:35:00,5397.40,1192.15
2026-03-02,19:40:00,5395.80,1191.80
2026-03-02,19:45:00,5393.80,1191.36
2026-03-02,19:55:00,5384.60,1189.33
2026-03-02,20:00:00,5382.90,1188.95
2026-03-02,20:05:00,5386.70,1189.79
2026-03-02,20:10:00,5392.90,1191.16
2026-03-02,20:15:00,5396.50,1191.95
2026-03-02,20:20:00,5386.60,1189.77
2026-03-02,20:25:00,5394.90,1191.60
2026-03-02,20:30:00,5393.40,1191.27
2026-03-02,20:35:00,5395.10,1191.65
2026-03-02,20:40:00,5395.90,1191.82
2026-03-02,20:45:00,5396.40,1191.93
2026-03-02,20:50:00,5395.70,1191.78
2026-03-02,20:55:00,5394.20,1191.45
2026-03-02,21:00:00,5394.70,1191.56
2026-03-02,21:05:00,5401.00,1192.95
2026-03-02,21:10:00,5400.00,1192.73
2026-03-02,21:15:00,5388.10,1190.10
2026-03-02,21:20:00,5392.10,1190.98
2026-03-02,21:25:00,5407.90,1194.47
2026-03-02,21:35:00,5402.60,1193.30
2026-03-02,21:40:00,5399.40,1192.59
2026-03-02,21:45:00,5398.80,1192.46
2026-03-02,21:50:00,5396.20,1191.89
2026-03-02,21:55:00,5391.60,1190.87
2026-03-02,22:00:00,5394.20,1191.45
2026-03-02,22:05:00,5388.20,1190.12
2026-03-02,22:10:00,5383.80,1189.15
2026-03-02,22:15:00,5373.90,1186.96
2026-03-02,22:20:00,5367.90,1185.64
2026-03-02,22:35:00,5310.10,1172.87
2026-03-02,22:40:00,5344.20,1180.40
2026-03-02,22:45:00,5351.30,1181.97
2026-03-02,22:50:00,5342.60,1180.05
2026-03-02,22:55:00,5336.60,1178.72
2026-03-02,23:00:00,5334.30,1178.22
2026-03-02,23:05:00,5325.90,1176.36
2026-03-02,23:10:00,5346.70,1180.95
2026-03-02,23:15:00,5330.50,1177.38
2026-03-02,23:30:00,5328.60,1176.96
2026-03-02,23:35:00,5343.10,1180.16
2026-03-02,23:45:00,5340.90,1179.67
2026-03-02,23:50:00,5335.00,1178.37
2026-03-02,23:55:00,5331.00,1177.49
2026-03-03,00:00:00,5353.50,1187.62
2026-03-03,00:05:00,5342.10,1185.09
2026-03-03,00:10:00,5343.40,1185.38
2026-03-03,00:15:00,5345.70,1185.89
2026-03-03,00:20:00,5358.30,1188.69
2026-03-03,00:25:00,5357.00,1188.40
2026-03-03,00:30:00,5355.70,1188.11
2026-03-03,00:35:00,5359.70,1189.00
2026-03-03,00:40:00,5353.40,1187.60
2026-03-03,00:45:00,5357.50,1188.51
2026-03-03,00:50:00,5351.40,1187.15
2026-03-03,00:55:00,5349.70,1186.78
2026-03-03,01:00:00,5297.60,1170.11
2026-03-03,01:05:00,5294.70,1169.47
2026-03-03,01:10:00,5304.30,1171.59
2026-03-03,01:15:00,5301.90,1171.06
2026-03-03,01:20:00,5296.30,1169.82
2026-03-03,01:25:00,5305.70,1171.90
2026-03-03,01:30:00,5308.50,1172.52
2026-03-03,01:35:00,5315.70,1174.11
2026-03-03,01:40:00,5312.80,1173.47
2026-03-03,01:45:00,5306.70,1172.12
2026-03-03,01:50:00,5307.20,1172.23
2026-03-03,01:55:00,5306.20,1172.01
2026-03-03,02:00:00,5309.40,1172.72
2026-03-03,02:05:00,5300.70,1170.79
2026-03-03,02:10:00,5296.40,1169.84
2026-03-03,02:15:00,5295.40,1169.62
2026-03-03,02:20:00,5304.20,1171.57
2026-03-03,02:25:00,5302.00,1171.08
2026-03-03,02:30:00,5302.10,1171.10
2026-03-03,02:35:00,5294.90,1169.51
2026-03-03,02:40:00,5292.30,1168.94
2026-03-03,02:45:00,5300.40,1170.73
2026-03-03,02:50:00,5313.20,1173.56
2026-03-03,02:55:00,5314.20,1173.78
2026-03-03,03:00:00,5313.80,1173.69
2026-03-03,03:05:00,5321.70,1175.43
2026-03-03,03:10:00,5329.00,1177.05
2026-03-03,03:15:00,5333.60,1178.06
2026-03-03,03:20:00,5324.60,1176.07
2026-03-03,03:25:00,5324.50,1176.05
2026-03-03,03:30:00,5333.30,1178.00
2026-03-03,03:35:00,5328.20,1176.87
2026-03-03,03:40:00,5332.60,1177.84
2026-03-03,03:45:00,5328.30,1176.89
2026-03-03,03:50:00,5330.80,1177.44
2026-03-03,03:55:00,5325.60,1176.29
2026-03-03,04:00:00,5332.30,1177.77
2026-03-03,04:05:00,5332.90,1177.91
2026-03-03,04:10:00,5340.90,1179.67
2026-03-03,04:15:00,5340.90,1179.67
2026-03-03,04:20:00,5342.20,1179.96
2026-03-03,04:25:00,5338.80,1179.21
2026-03-03,04:30:00,5337.60,1178.94
2026-03-03,04:35:00,5337.40,1178.90
2026-03-03,04:40:00,5345.50,1180.69
2026-03-03,04:45:00,5344.00,1180.36
2026-03-03,04:50:00,5339.90,1179.45
2026-03-03,04:55:00,5340.70,1179.63
2026-03-03,05:00:00,5333.60,1178.06
2026-03-03,05:05:00,5339.00,1179.25
2026-03-03,05:10:00,5339.50,1179.36
2026-03-03,05:15:00,5338.10,1179.06
2026-03-03,05:20:00,5340.80,1179.65
2026-03-03,05:25:00,5337.60,1178.94
2026-03-03,05:30:00,5334.60,1178.28
2026-03-03,05:35:00,5329.90,1177.24
2026-03-03,05:40:00,5329.50,1177.16
2026-03-03,05:45:00,5332.80,1177.88
2026-03-03,05:50:00,5326.10,1176.40
2026-03-03,05:55:00,5326.20,1176.43
2026-03-03,06:00:00,5323.00,1175.72
2026-03-03,06:05:00,5322.80,1175.68
2026-03-03,06:10:00,5322.80,1175.68
2026-03-03,06:15:00,5322.80,1175.68
2026-03-03,06:20:00,5322.80,1175.68
2026-03-03,06:25:00,5322.80,1175.68
2026-03-03,06:30:00,5322.80,1175.68
2026-03-03,06:35:00,5322.80,1175.68
2026-03-03,06:40:00,5322.80,1175.68
2026-03-03,06:45:00,5322.80,1175.68
2026-03-03,06:50:00,5322.80,1175.68
2026-03-03,06:55:00,5322.80,1175.68
2026-03-03,07:00:00,5322.80,1175.68
2026-03-03,07:05:00,5341.30,1179.76
2026-03-03,07:10:00,5339.10,1179.28
2026-03-03,07:15:00,5340.40,1179.56
2026-03-03,07:20:00,5339.00,1179.25
2026-03-03,07:25:00,5335.50,1178.48
